忠明平日PM2.5,埔里平日PM2.5,線西平日PM2.5,忠明假日PM2.5,埔里假日PM2.5,線西假日PM2.5
10 ,12 ,8 ,5 ,12 ,8 
7 ,13 ,8 ,6 ,13 ,8 
8 ,15 ,3 ,0 ,13 ,11 
13 ,14 ,3 ,4 ,12 ,9 
9 ,15 ,11 ,7 ,13 ,8 
8 ,14 ,17 ,7 ,10 ,10 
19 ,12 ,12 ,6 ,9 ,6 
16 ,14 ,11 ,2 ,9 ,5 
12 ,14 ,15 ,2 ,9 ,4 
7 ,11 ,14 ,1 ,8 ,5 
10 ,14 ,12 ,1 ,8 ,10 
7 ,18 ,10 ,5 ,13 ,10 
14 ,20 ,11 ,10 ,17 ,12 
14 ,17 ,14 ,20 ,19 ,23 
13 ,12 ,10 ,16 ,24 ,23 
11 ,15 ,4 ,13 ,23 ,9 
6 ,11 ,6 ,8 ,27 ,16 
9 ,5 ,8 ,14 ,22 ,20 
9 ,9 ,8 ,14 ,11 ,9 
15 ,12 ,9 ,8 ,9 ,8 
18 ,10 ,9 ,1 ,15 ,7 
16 ,7 ,6 ,10 ,18 ,7 
19 ,12 ,1 ,13 ,15 ,7 
11 ,15 ,0 ,21 ,18 ,8 
19 ,11 ,7 ,22 ,22 ,14 
22 ,11 ,8 ,20 ,23 ,21 
18 ,9 ,1 ,15 ,19 ,28 
13 ,9 ,5 ,9 ,17 ,27 
9 ,10 ,8 ,5 ,13 ,22 
4 ,11 ,7 ,3 ,8 ,16 
9 ,11 ,7 ,0 ,10 ,10 
7 ,5 ,7 ,4 ,15 ,10 
12 ,8 ,5 ,9 ,13 ,13 
11 ,12 ,11 ,15 ,9 ,16 
16 ,11 ,19 ,14 ,10 ,10 
12 ,13 ,23 ,12 ,14 ,12 
18 ,13 ,16 ,11 ,18 ,20 
10 ,15 ,10 ,11 ,15 ,17 
19 ,14 ,14 ,14 ,14 ,14 
15 ,9 ,14 ,12 ,12 ,13 
23 ,9 ,13 ,10 ,11 ,8 
21 ,12 ,6 ,10 ,14 ,3 
17 ,17 ,0 ,13 ,20 ,12 
12 ,16 ,3 ,8 ,15 ,20 
6 ,12 ,6 ,2 ,9 ,13 
2 ,7 ,3 ,11 ,15 ,8 
10 ,3 ,0 ,7 ,15 ,10 
14 ,4 ,0 ,11 ,12 ,13 
14 ,3 ,0 ,7 ,12 ,15 
15 ,2 ,0 ,5 ,13 ,20 
11 ,7 ,3 ,2 ,11 ,21 
12 ,4 ,2 ,0 ,11 ,19 
4 ,0 ,0 ,3 ,12 ,13 
1 ,2 ,0 ,3 ,15 ,8 
1 ,2 ,6 ,4 ,23 ,8 
4 ,3 ,8 ,4 ,19 ,8 
3 ,4 ,7 ,6 ,16 ,8 
0 ,5 ,1 ,6 ,15 ,8 
0 ,6 ,7 ,9 ,14 ,9 
0 ,7 ,14 ,13 ,17 ,12 
0 ,8 ,14 ,8 ,18 ,18 
7 ,7 ,7 ,10 ,16 ,12 
13 ,7 ,1 ,12 ,14 ,3 
11 ,4 ,6 ,15 ,12 ,7 
7 ,9 ,6 ,12 ,15 ,9 
6 ,7 ,1 ,10 ,16 ,4 
6 ,3 ,2 ,7 ,15 ,0 
14 ,1 ,2 ,7 ,19 ,3 
15 ,1 ,0 ,7 ,14 ,3 
23 ,1 ,1 ,8 ,12 ,1 
20 ,5 ,3 ,8 ,14 ,2 
16 ,12 ,9 ,7 ,15 ,5 
13 ,9 ,9 ,12 ,15 ,5 
10 ,4 ,4 ,9 ,12 ,6 
12 ,3 ,0 ,12 ,15 ,7 
12 ,5 ,1 ,6 ,13 ,8 
12 ,5 ,8 ,7 ,8 ,11 
12 ,4 ,7 ,5 ,11 ,10 
7 ,4 ,1 ,5 ,12 ,8 
4 ,1 ,3 ,6 ,15 ,6 
0 ,3 ,5 ,3 ,12 ,5 
1 ,9 ,7 ,7 ,9 ,9 
3 ,7 ,8 ,7 ,14 ,10 
5 ,10 ,10 ,8 ,17 ,10 
7 ,15 ,12 ,6 ,15 ,12 
6 ,12 ,17 ,7 ,12 ,10 
12 ,10 ,16 ,4 ,9 ,10 
18 ,4 ,8 ,12 ,4 ,14 
16 ,3 ,7 ,11 ,7 ,15 
14 ,2 ,10 ,18 ,10 ,7 
7 ,1 ,6 ,11 ,13 ,6 
10 ,1 ,4 ,12 ,15 ,7 
14 ,1 ,6 ,16 ,15 ,7 
15 ,2 ,1 ,15 ,18 ,7 
7 ,4 ,4 ,15 ,24 ,3 
3 ,3 ,5 ,7 ,26 ,6 
1 ,5 ,0 ,6 ,25 ,11 
3 ,11 ,4 ,10 ,24 ,15 
2 ,5 ,8 ,14 ,22 ,22 
0 ,0 ,5 ,16 ,19 ,23 
2 ,2 ,7 ,11 ,18 ,21 
5 ,0 ,3 ,14 ,16 ,16 
4 ,1 ,0 ,11 ,15 ,10 
7 ,2 ,2 ,12 ,19 ,9 
8 ,2 ,6 ,6 ,22 ,8 
5 ,8 ,6 ,9 ,20 ,9 
8 ,11 ,4 ,9 ,19 ,7 
1 ,9 ,4 ,7 ,15 ,8 
1 ,14 ,6 ,10 ,15 ,12 
9 ,14 ,10 ,9 ,17 ,14 
12 ,9 ,10 ,19 ,13 ,13 
21 ,10 ,5 ,13 ,8 ,8 
12 ,10 ,0 ,18 ,7 ,9 
13 ,7 ,2 ,14 ,12 ,9 
6 ,3 ,2 ,15 ,17 ,7 
1 ,3 ,0 ,14 ,16 ,5 
0 ,7 ,0 ,10 ,14 ,3 
2 ,5 ,3 ,13 ,18 ,3 
7 ,10 ,8 ,12 ,18 ,6 
8 ,12 ,11 ,15 ,15 ,7 
6 ,8 ,10 ,16 ,17 ,10 
10 ,7 ,9 ,15 ,19 ,16 
8 ,5 ,10 ,14 ,18 ,16 
12 ,4 ,6 ,11 ,15 ,12 
3 ,8 ,3 ,14 ,13 ,12 
6 ,9 ,4 ,12 ,12 ,13 
6 ,10 ,0 ,8 ,11 ,10 
7 ,8 ,5 ,9 ,11 ,8 
1 ,3 ,8 ,5 ,13 ,11 
0 ,3 ,4 ,7 ,11 ,9 
0 ,4 ,8 ,2 ,12 ,6 
4 ,8 ,12 ,3 ,17 ,8 
6 ,9 ,11 ,8 ,18 ,8 
9 ,8 ,22 ,11 ,16 ,11 
11 ,11 ,22 ,11 ,13 ,15 
13 ,16 ,14 ,9 ,14 ,12 
15 ,11 ,14 ,10 ,18 ,10 
15 ,9 ,8 ,13 ,15 ,14 
19 ,9 ,6 ,8 ,15 ,9 
22 ,8 ,14 ,5 ,14 ,5 
18 ,15 ,15 ,9 ,7 ,7 
10 ,17 ,10 ,7 ,7 ,9 
4 ,15 ,4 ,14 ,14 ,8 
9 ,14 ,0 ,12 ,17 ,7 
15 ,15 ,2 ,13 ,16 ,9 
22 ,14 ,6 ,13 ,15 ,12 
22 ,11 ,12 ,21 ,16 ,12 
23 ,9 ,17 ,25 ,14 ,13 
18 ,10 ,15 ,13 ,11 ,12 
16 ,12 ,9 ,0 ,13 ,9 
11 ,13 ,14 ,1 ,10 ,10 
16 ,9 ,22 ,8 ,12 ,8 
14 ,8 ,19 ,10 ,14 ,6 
20 ,9 ,18 ,10 ,11 ,8 
15 ,14 ,13 ,5 ,11 ,10 
14 ,16 ,11 ,6 ,15 ,14 
12 ,10 ,16 ,7 ,14 ,18 
14 ,9 ,19 ,14 ,13 ,19 
15 ,9 ,17 ,23 ,15 ,26 
21 ,8 ,16 ,23 ,14 ,24 
21 ,8 ,15 ,19 ,14 ,20 
23 ,10 ,12 ,10 ,15 ,17 
22 ,19 ,22 ,11 ,23 ,9 
24 ,27 ,31 ,13 ,28 ,8 
20 ,27 ,41 ,19 ,22 ,8 
23 ,23 ,39 ,12 ,13 ,5 
23 ,20 ,26 ,9 ,11 ,2 
36 ,25 ,18 ,1 ,15 ,8 
37 ,27 ,11 ,6 ,13 ,11 
35 ,25 ,11 ,2 ,12 ,8 
33 ,23 ,8 ,8 ,15 ,11 
26 ,22 ,12 ,4 ,12 ,14 
32 ,19 ,24 ,3 ,10 ,10 
25 ,17 ,26 ,0 ,14 ,12 
20 ,19 ,24 ,0 ,17 ,14 
13 ,18 ,24 ,6 ,17 ,11 
15 ,18 ,27 ,14 ,14 ,11 
23 ,14 ,33 ,14 ,15 ,10 
24 ,13 ,40 ,10 ,18 ,10 
23 ,20 ,41 ,11 ,17 ,11 
20 ,19 ,38 ,11 ,17 ,9 
19 ,17 ,40 ,16 ,17 ,10 
30 ,15 ,38 ,14 ,13 ,15 
50 ,15 ,39 ,18 ,11 ,11 
57 ,20 ,42 ,18 ,11 ,11 
56 ,26 ,41 ,16 ,14 ,12 
60 ,27 ,33 ,16 ,19 ,16 
63 ,27 ,18 ,15 ,20 ,20 
58 ,27 ,19 ,11 ,18 ,13 
59 ,33 ,20 ,13 ,19 ,5 
43 ,46 ,10 ,13 ,22 ,1 
55 ,57 ,11 ,14 ,18 ,5 
49 ,59 ,12 ,16 ,18 ,9 
49 ,57 ,6 ,14 ,23 ,12 
49 ,57 ,4 ,14 ,22 ,15 
56 ,42 ,3 ,15 ,24 ,17 
60 ,29 ,4 ,13 ,23 ,19 
57 ,28 ,10 ,13 ,23 ,14 
57 ,29 ,34 ,12 ,22 ,11 
56 ,26 ,52 ,14 ,22 ,11 
60 ,18 ,55 ,6 ,21 ,10 
56 ,19 ,56 ,6 ,21 ,10 
44 ,25 ,59 ,8 ,20 ,8 
32 ,29 ,59 ,13 ,19 ,8 
30 ,30 ,57 ,18 ,17 ,8 
41 ,27 ,61 ,13 ,14 ,9 
43 ,18 ,61 ,11 ,15 ,8 
55 ,7 ,55 ,10 ,15 ,6 
67 ,4 ,49 ,16 ,15 ,9 
70 ,15 ,48 ,13 ,13 ,9 
73 ,26 ,45 ,20 ,14 ,6 
62 ,33 ,34 ,8 ,15 ,8 
47 ,31 ,25 ,13 ,15 ,7 
44 ,34 ,30 ,11 ,16 ,5 
42 ,24 ,21 ,13 ,17 ,10 
33 ,7 ,8 ,10 ,17 ,10 
37 ,7 ,11 ,7 ,17 ,8 
41 ,8 ,23 ,12 ,15 ,8 
59 ,8 ,31 ,15 ,13 ,14 
61 ,7 ,38 ,11 ,16 ,13 
4 ,1 ,2 ,11 ,18 ,8 
7 ,2 ,4 ,7 ,15 ,10 
6 ,3 ,3 ,7 ,14 ,9 
6 ,5 ,3 ,4 ,15 ,10 
8 ,2 ,4 ,8 ,15 ,8 
4 ,1 ,6 ,8 ,12 ,9 
3 ,4 ,4 ,10 ,13 ,13 
3 ,5 ,3 ,12 ,15 ,12 
6 ,7 ,5 ,11 ,12 ,9 
11 ,7 ,10 ,11 ,11 ,11 
6 ,7 ,6 ,10 ,18 ,13 
6 ,5 ,25 ,14 ,15 ,8 
14 ,5 ,44 ,13 ,9 ,9 
24 ,8 ,28 ,15 ,11 ,8 
28 ,8 ,13 ,12 ,14 ,6 
21 ,9 ,16 ,15 ,17 ,6 
19 ,8 ,18 ,9 ,14 ,6 
15 ,9 ,17 ,12 ,12 ,8 
20 ,12 ,11 ,14 ,13 ,9 
24 ,14 ,12 ,16 ,14 ,8 
19 ,15 ,18 ,12 ,16 ,8 
16 ,14 ,22 ,9 ,15 ,9 
12 ,16 ,23 ,9 ,12 ,11 
16 ,13 ,22 ,7 ,13 ,9 
13 ,8 ,21 ,7 ,17 ,10 
7 ,12 ,23 ,7 ,20 ,9 
9 ,9 ,29 ,11 ,15 ,8 
10 ,3 ,30 ,13 ,11 ,4 
12 ,8 ,30 ,9 ,13 ,5 
8 ,12 ,33 ,6 ,17 ,10 
12 ,11 ,32 ,7 ,19 ,9 
13 ,13 ,29 ,12 ,20 ,12 
19 ,15 ,28 ,12 ,23 ,13 
16 ,19 ,25 ,10 ,15 ,11 
16 ,18 ,25 ,7 ,10 ,11 
13 ,15 ,24 ,6 ,12 ,9 
9 ,15 ,25 ,8 ,16 ,11 
10 ,20 ,26 ,6 ,17 ,8 
10 ,28 ,25 ,6 ,14 ,2 
26 ,40 ,23 ,12 ,15 ,3 
30 ,47 ,18 ,19 ,19 ,3 
32 ,33 ,20 ,20 ,17 ,6 
22 ,19 ,19 ,19 ,17 ,4 
22 ,16 ,16 ,10 ,18 ,0 
22 ,17 ,17 ,14 ,16 ,7 
19 ,13 ,26 ,11 ,17 ,10 
11 ,9 ,27 ,15 ,18 ,11 
14 ,8 ,15 ,11 ,20 ,13 
11 ,7 ,9 ,7 ,19 ,10 
10 ,7 ,8 ,4 ,18 ,8 
3 ,8 ,10 ,8 ,18 ,8 
13 ,11 ,9 ,6 ,15 ,5 
8 ,9 ,8 ,10 ,19 ,5 
8 ,10 ,9 ,12 ,19 ,10 
4 ,14 ,8 ,12 ,18 ,12 
4 ,11 ,13 ,13 ,14 ,14 
3 ,9 ,15 ,5 ,15 ,11 
5 ,14 ,15 ,10 ,17 ,8 
13 ,14 ,15 ,7 ,15 ,10 
13 ,11 ,17 ,13 ,14 ,6 
14 ,12 ,24 ,13 ,12 ,9 
14 ,13 ,29 ,15 ,16 ,9 
15 ,10 ,25 ,13 ,16 ,2 
15 ,8 ,23 ,12 ,16 ,7 
23 ,9 ,20 ,9 ,18 ,8 
26 ,13 ,12 ,13 ,17 ,4 
24 ,15 ,8 ,9 ,19 ,6 
19 ,10 ,7 ,14 ,20 ,8 
12 ,7 ,,8 ,22 ,16 
10 ,11 ,,13 ,18 ,23 
9 ,12 ,,8 ,18 ,15 
12 ,4 ,,12 ,22 ,13 
8 ,4 ,8 ,7 ,23 ,22 
6 ,2 ,6 ,15 ,24 ,21 
6 ,0 ,8 ,15 ,20 ,11 
5 ,1 ,10 ,18 ,17 ,6 
2 ,1 ,5 ,11 ,22 ,5 
0 ,4 ,0 ,14 ,24 ,10 
0 ,3 ,3 ,12 ,23 ,15 
5 ,0 ,8 ,9 ,24 ,16 
8 ,3 ,9 ,11 ,24 ,16 
8 ,4 ,10 ,9 ,20 ,11 
5 ,7 ,11 ,10 ,20 ,5 
12 ,5 ,19 ,12 ,20 ,4 
10 ,3 ,14 ,14 ,15 ,10 
11 ,3 ,2 ,21 ,18 ,6 
10 ,4 ,0 ,12 ,27 ,0 
10 ,4 ,0 ,18 ,29 ,0 
9 ,5 ,3 ,18 ,25 ,0 
5 ,5 ,11 ,16 ,20 ,8 
7 ,4 ,15 ,12 ,20 ,8 
8 ,5 ,13 ,3 ,18 ,3 
7 ,5 ,16 ,9 ,13 ,5 
10 ,8 ,23 ,8 ,16 ,10 
8 ,10 ,18 ,13 ,19 ,13 
9 ,8 ,10 ,8 ,18 ,12 
6 ,10 ,8 ,8 ,20 ,8 
4 ,10 ,9 ,6 ,16 ,6 
9 ,9 ,10 ,5 ,11 ,8 
7 ,10 ,10 ,8 ,16 ,9 
9 ,7 ,8 ,6 ,19 ,7 
2 ,3 ,7 ,8 ,22 ,6 
4 ,7 ,6 ,7 ,24 ,9 
7 ,11 ,5 ,9 ,22 ,7 
11 ,9 ,8 ,11 ,18 ,8 
13 ,9 ,12 ,14 ,17 ,11 
15 ,9 ,14 ,18 ,18 ,9 
10 ,10 ,13 ,12 ,14 ,10 
9 ,10 ,10 ,10 ,13 ,8 
9 ,5 ,12 ,13 ,13 ,3 
12 ,5 ,10 ,14 ,16 ,0 
24 ,17 ,5 ,10 ,22 ,0 
25 ,28 ,6 ,7 ,16 ,0 
20 ,18 ,8 ,5 ,11 ,0 
6 ,9 ,4 ,6 ,8 ,1 
6 ,14 ,5 ,1 ,7 ,6 
5 ,13 ,4 ,6 ,10 ,10 
10 ,10 ,0 ,6 ,9 ,8 
3 ,10 ,0 ,11 ,8 ,6 
8 ,9 ,0 ,7 ,8 ,10 
3 ,10 ,,6 ,12 ,12 
2 ,8 ,,0 ,13 ,8 
0 ,4 ,,0 ,11 ,6 
0 ,5 ,,0 ,14 ,9 
3 ,0 ,,6 ,12 ,12 
5 ,0 ,,4 ,13 ,17 
3 ,3 ,,8 ,12 ,14 
2 ,8 ,,3 ,14 ,11 
2 ,7 ,,12 ,20 ,10 
6 ,7 ,,8 ,17 ,8 
12 ,8 ,,16 ,16 ,7 
11 ,7 ,,23 ,17 ,6 
15 ,4 ,15 ,9 ,18 ,13 
7 ,8 ,8 ,8 ,24 ,9 
10 ,8 ,4 ,10 ,23 ,1 
7 ,4 ,8 ,13 ,18 ,2 
7 ,4 ,8 ,13 ,20 ,4 
9 ,7 ,8 ,8 ,23 ,3 
5 ,12 ,12 ,12 ,22 ,3 
6 ,15 ,10 ,11 ,19 ,1 
8 ,12 ,9 ,6 ,16 ,1 
6 ,9 ,13 ,4 ,16 ,4 
13 ,9 ,18 ,2 ,15 ,4 
15 ,9 ,8 ,11 ,13 ,7 
15 ,12 ,0 ,8 ,15 ,15 
7 ,12 ,0 ,16 ,18 ,15 
5 ,7 ,1 ,12 ,18 ,10 
6 ,4 ,5 ,19 ,17 ,12 
7 ,4 ,7 ,12 ,18 ,14 
1 ,9 ,6 ,12 ,19 ,12 
1 ,16 ,1 ,13 ,20 ,13 
1 ,16 ,6 ,16 ,18 ,12 
8 ,11 ,6 ,19 ,17 ,6 
15 ,9 ,8 ,12 ,20 ,8 
14 ,5 ,12 ,7 ,23 ,6 
12 ,4 ,9 ,11 ,16 ,2 
10 ,4 ,8 ,16 ,11 ,8 
18 ,9 ,8 ,15 ,14 ,8 
13 ,11 ,4 ,15 ,17 ,10 
13 ,8 ,4 ,14 ,19 ,11 
11 ,7 ,7 ,13 ,19 ,6 
8 ,10 ,8 ,9 ,17 ,1 
14 ,11 ,1 ,7 ,19 ,2 
11 ,8 ,8 ,2 ,24 ,4 
10 ,8 ,16 ,2 ,23 ,6 
6 ,9 ,9 ,4 ,23 ,9 
10 ,5 ,7 ,6 ,24 ,8 
9 ,8 ,3 ,2 ,22 ,8 
8 ,11 ,3 ,3 ,19 ,8 
6 ,8 ,6 ,7 ,24 ,7 
8 ,5 ,7 ,15 ,27 ,9 
13 ,9 ,3 ,16 ,24 ,15 
9 ,14 ,3 ,13 ,19 ,14 
10 ,11 ,5 ,9 ,23 ,9 
7 ,7 ,4 ,12 ,26 ,10 
8 ,13 ,5 ,16 ,25 ,12 
9 ,15 ,8 ,16 ,23 ,15 
9 ,15 ,12 ,10 ,24 ,8 
11 ,17 ,18 ,10 ,23 ,2 
23 ,12 ,17 ,14 ,16 ,4 
26 ,10 ,12 ,15 ,13 ,8 
31 ,16 ,10 ,16 ,18 ,8 
14 ,22 ,10 ,9 ,23 ,4 
14 ,28 ,11 ,9 ,23 ,5 
13 ,27 ,9 ,6 ,19 ,0 
20 ,25 ,12 ,10 ,19 ,0 
13 ,23 ,7 ,10 ,25 ,3 
8 ,18 ,1 ,11 ,27 ,8 
11 ,17 ,5 ,16 ,28 ,14 
13 ,18 ,10 ,13 ,30 ,15 
10 ,15 ,13 ,22 ,29 ,14 
10 ,12 ,9 ,22 ,28 ,20 
10 ,11 ,5 ,23 ,26 ,25 
15 ,10 ,4 ,20 ,25 ,21 
13 ,7 ,10 ,18 ,23 ,17 
11 ,5 ,13 ,25 ,15 ,16 
11 ,7 ,7 ,21 ,16 ,14 
8 ,5 ,7 ,14 ,18 ,12 
14 ,4 ,8 ,10 ,15 ,8 
18 ,7 ,5 ,5 ,16 ,7 
27 ,12 ,8 ,8 ,20 ,9 
21 ,15 ,10 ,6 ,25 ,12 
20 ,13 ,8 ,8 ,22 ,12 
18 ,11 ,10 ,9 ,15 ,4 
25 ,12 ,10 ,7 ,17 ,5 
16 ,13 ,4 ,14 ,23 ,4 
6 ,24 ,2 ,16 ,18 ,0 
5 ,35 ,8 ,15 ,23 ,6 
8 ,30 ,13 ,13 ,26 ,8 
12 ,29 ,16 ,12 ,20 ,6 
11 ,32 ,9 ,16 ,26 ,6 
10 ,28 ,2 ,15 ,32 ,5 
19 ,27 ,5 ,22 ,29 ,15 
22 ,24 ,8 ,29 ,31 ,23 
18 ,24 ,10 ,40 ,33 ,22 
9 ,25 ,9 ,49 ,27 ,29 
11 ,22 ,7 ,50 ,26 ,39 
22 ,16 ,15 ,47 ,31 ,45 
23 ,10 ,19 ,36 ,25 ,38 
19 ,10 ,20 ,30 ,17 ,26 
18 ,13 ,21 ,22 ,16 ,19 
24 ,14 ,19 ,18 ,18 ,14 
23 ,13 ,20 ,14 ,22 ,13 
25 ,16 ,28 ,16 ,17 ,16 
15 ,22 ,24 ,13 ,15 ,17 
15 ,18 ,12 ,18 ,15 ,7 
7 ,16 ,8 ,11 ,16 ,3 
11 ,18 ,15 ,13 ,14 ,9 
7 ,22 ,13 ,10 ,12 ,10 
8 ,23 ,1 ,8 ,14 ,7 
11 ,27 ,7 ,13 ,22 ,0 
9 ,32 ,8 ,12 ,27 ,0 
12 ,33 ,3 ,11 ,26 ,3 
12 ,29 ,10 ,4 ,20 ,6 
13 ,20 ,15 ,3 ,19 ,2 
14 ,15 ,8 ,4 ,19 ,1 
14 ,15 ,7 ,9 ,23 ,8 
16 ,16 ,4 ,5 ,22 ,8 
9 ,22 ,7 ,4 ,16 ,6 
4 ,20 ,11 ,1 ,24 ,4 
24 ,14 ,15 ,6 ,26 ,6 
15 ,16 ,9 ,8 ,17 ,10 
12 ,16 ,11 ,13 ,18 ,8 
16 ,15 ,17 ,15 ,22 ,11 
19 ,10 ,15 ,13 ,19 ,16 
20 ,13 ,10 ,5 ,16 ,17 
21 ,14 ,10 ,9 ,23 ,20 
21 ,14 ,12 ,13 ,24 ,20 
22 ,18 ,8 ,24 ,18 ,17 
20 ,14 ,5 ,18 ,16 ,18 
18 ,15 ,5 ,18 ,15 ,19 
13 ,14 ,4 ,21 ,16 ,17 
4 ,12 ,4 ,28 ,16 ,14 
5 ,17 ,7 ,28 ,20 ,10 
0 ,18 ,5 ,18 ,26 ,8 
3 ,11 ,0 ,13 ,27 ,9 
5 ,3 ,0 ,13 ,28 ,10 
11 ,5 ,8 ,19 ,27 ,10 
8 ,7 ,10 ,19 ,23 ,10 
11 ,4 ,13 ,11 ,23 ,11 
10 ,4 ,10 ,11 ,26 ,12 
14 ,9 ,8 ,16 ,28 ,16 
9 ,12 ,10 ,23 ,27 ,16 
10 ,12 ,10 ,23 ,27 ,15 
10 ,4 ,5 ,24 ,26 ,13 
12 ,3 ,8 ,29 ,33 ,10 
10 ,7 ,23 ,29 ,34 ,10 
13 ,3 ,26 ,25 ,26 ,11 
13 ,1 ,21 ,32 ,25 ,18 
11 ,2 ,17 ,37 ,26 ,28 
9 ,7 ,16 ,39 ,28 ,35 
10 ,7 ,14 ,30 ,32 ,28 
11 ,7 ,9 ,33 ,32 ,26 
13 ,12 ,12 ,35 ,31 ,29 
16 ,10 ,13 ,38 ,25 ,25 
21 ,8 ,14 ,27 ,22 ,24 
22 ,9 ,16 ,27 ,25 ,26 
15 ,11 ,12 ,22 ,25 ,15 
11 ,13 ,8 ,29 ,29 ,10 
12 ,15 ,16 ,23 ,32 ,12 
15 ,20 ,23 ,21 ,29 ,8 
15 ,26 ,17 ,12 ,29 ,8 
9 ,29 ,8 ,9 ,23 ,10 
13 ,29 ,5 ,5 ,17 ,13 
13 ,32 ,7 ,10 ,18 ,14 
15 ,34 ,7 ,7 ,19 ,12 
12 ,29 ,8 ,16 ,16 ,16 
19 ,28 ,11 ,24 ,14 ,32 
20 ,27 ,10 ,26 ,15 ,44 
24 ,24 ,16 ,28 ,13 ,43 
20 ,20 ,24 ,20 ,15 ,36 
22 ,23 ,23 ,14 ,15 ,29 
23 ,20 ,21 ,11 ,14 ,26 
24 ,15 ,15 ,4 ,16 ,17 
26 ,19 ,11 ,10 ,16 ,10 
28 ,27 ,15 ,9 ,14 ,9 
24 ,25 ,16 ,13 ,13 ,8 
25 ,19 ,22 ,15 ,17 ,14 
31 ,17 ,25 ,22 ,15 ,28 
31 ,14 ,17 ,26 ,13 ,32 
31 ,15 ,18 ,22 ,16 ,27 
22 ,25 ,17 ,23 ,23 ,19 
22 ,38 ,15 ,21 ,24 ,14 
16 ,33 ,16 ,23 ,33 ,16 
10 ,25 ,14 ,18 ,41 ,18 
10 ,19 ,17 ,18 ,30 ,16 
5 ,19 ,16 ,13 ,27 ,16 
14 ,25 ,10 ,15 ,30 ,14 
16 ,24 ,13 ,16 ,29 ,13 
13 ,24 ,14 ,15 ,29 ,18 
11 ,24 ,17 ,14 ,29 ,16 
19 ,23 ,19 ,12 ,27 ,8 
22 ,22 ,12 ,6 ,26 ,10 
23 ,24 ,8 ,4 ,24 ,10 
15 ,24 ,8 ,9 ,22 ,9 
19 ,22 ,11 ,10 ,23 ,11 
14 ,20 ,12 ,11 ,25 ,15 
14 ,22 ,11 ,10 ,28 ,17 
9 ,26 ,11 ,16 ,25 ,14 
8 ,32 ,13 ,20 ,19 ,12 
12 ,33 ,10 ,23 ,23 ,11 
20 ,30 ,8 ,15 ,23 ,11 
20 ,31 ,10 ,12 ,15 ,11 
21 ,28 ,13 ,6 ,14 ,8 
13 ,25 ,16 ,7 ,14 ,9 
15 ,30 ,13 ,9 ,12 ,7 
14 ,40 ,19 ,16 ,12 ,3 
22 ,39 ,16 ,10 ,12 ,5 
21 ,35 ,10 ,12 ,9 ,5 
21 ,34 ,14 ,13 ,7 ,4 
16 ,31 ,12 ,14 ,4 ,6 
15 ,30 ,8 ,14 ,8 ,6 
18 ,34 ,9 ,11 ,7 ,8 
22 ,34 ,12 ,10 ,6 ,13 
23 ,35 ,16 ,13 ,10 ,17 
19 ,32 ,13 ,10 ,12 ,16 
16 ,26 ,8 ,14 ,11 ,15 
22 ,30 ,13 ,12 ,9 ,10 
18 ,38 ,16 ,12 ,9 ,8 
16 ,30 ,17 ,5 ,12 ,9 
20 ,28 ,18 ,5 ,13 ,6 
24 ,32 ,24 ,5 ,14 ,2 
25 ,29 ,27 ,6 ,13 ,5 
22 ,25 ,29 ,4 ,17 ,11 
36 ,28 ,25 ,4 ,16 ,11 
40 ,34 ,22 ,5 ,13 ,9 
38 ,35 ,29 ,12 ,14 ,10 
32 ,31 ,24 ,14 ,10 ,11 
37 ,30 ,15 ,19 ,6 ,10 
43 ,37 ,19 ,14 ,11 ,8 
37 ,47 ,20 ,14 ,11 ,2 
30 ,60 ,13 ,14 ,8 ,4 
23 ,64 ,12 ,13 ,5 ,5 
20 ,59 ,14 ,13 ,5 ,1 
18 ,48 ,15 ,15 ,9 ,1 
20 ,40 ,14 ,12 ,9 ,4 
20 ,42 ,8 ,18 ,9 ,9 
24 ,44 ,11 ,13 ,12 ,9 
29 ,43 ,23 ,13 ,16 ,5 
31 ,42 ,22 ,13 ,16 ,8 
32 ,49 ,,9 ,13 ,10 
44 ,39 ,,7 ,16 ,8 
45 ,32 ,,10 ,18 ,9 
42 ,30 ,,12 ,17 ,8 
44 ,30 ,,13 ,19 ,8 
39 ,32 ,,8 ,21 ,8 
43 ,33 ,,5 ,20 ,8 
42 ,35 ,,3 ,20 ,11 
48 ,32 ,,7 ,18 ,11 
55 ,29 ,,9 ,16 ,13 
55 ,31 ,17 ,10 ,11 ,13 
49 ,28 ,20 ,10 ,8 ,14 
46 ,26 ,19 ,13 ,12 ,16 
41 ,43 ,,20 ,2 ,9 
39 ,54 ,,22 ,14 ,4 
37 ,56 ,,23 ,22 ,7 
35 ,55 ,,18 ,19 ,10 
29 ,49 ,70 ,20 ,22 ,8 
23 ,45 ,14 ,15 ,15 ,5 
22 ,55 ,13 ,21 ,5 ,8 
25 ,59 ,12 ,22 ,5 ,14 
27 ,54 ,14 ,16 ,7 ,16 
26 ,57 ,12 ,13 ,10 ,20 
38 ,58 ,14 ,11 ,11 ,16 
43 ,50 ,22 ,19 ,15 ,11 
46 ,49 ,27 ,13 ,18 ,13 
37 ,50 ,27 ,13 ,13 ,14 
35 ,48 ,26 ,7 ,7 ,13 
35 ,43 ,30 ,12 ,10 ,11 
